scope,tableName,length,pattern,sample,next_B,next_P,B_rate,P_rate,best_side,best_rate
global,ALL,8,BPPPBPPP,77,35,42,45.4545,54.5455,P,54.5455
global,ALL,8,PPBBPBBB,77,43,34,55.8442,44.1558,B,55.8442
global,ALL,8,BPBBBPPB,76,52,24,68.4211,31.5789,B,68.4211
global,ALL,8,PBPPBBPP,76,27,49,35.5263,64.4737,P,64.4737
global,ALL,8,BPBBBPPP,75,32,43,42.6667,57.3333,P,57.3333
global,ALL,8,BPBBPPPP,75,33,42,44.0,56.0,P,56.0
global,ALL,8,BPPPPPBP,75,22,53,29.3333,70.6667,P,70.6667
global,ALL,8,BBPBBPBB,73,51,22,69.863,30.137,B,69.863
global,ALL,8,BPPPBPPB,72,42,30,58.3333,41.6667,B,58.3333
global,ALL,8,PPPPBBPB,72,41,31,56.9444,43.0556,B,56.9444
global,ALL,8,PBBBPBPP,71,31,40,43.662,56.338,P,56.338
global,ALL,8,PBBPPPBP,71,31,40,43.662,56.338,P,56.338
global,ALL,8,BBBPBBPB,70,42,28,60.0,40.0,B,60.0
global,ALL,8,BBBPPPBP,70,25,45,35.7143,64.2857,P,64.2857
global,ALL,8,BBPBPPPP,70,27,43,38.5714,61.4286,P,61.4286
global,ALL,8,BPPBPPBB,70,46,24,65.7143,34.2857,B,65.7143
global,ALL,8,PPBPPBPP,70,33,37,47.1429,52.8571,P,52.8571
global,ALL,8,PPBBBPBP,69,21,48,30.4348,69.5652,P,69.5652
global,ALL,8,PPPPBPBB,68,45,23,66.1765,33.8235,B,66.1765
global,ALL,8,PBBPPBPP,67,31,36,46.2687,53.7313,P,53.7313
global,ALL,8,PPPBPPBP,67,26,41,38.806,61.194,P,61.194
global,ALL,8,BBPBPPPB,66,40,26,60.6061,39.3939,B,60.6061
global,ALL,8,BBPPBPPB,66,46,20,69.697,30.303,B,69.697
global,ALL,8,BPBPPBBP,66,22,44,33.3333,66.6667,P,66.6667
global,ALL,8,BPPBPPPB,66,35,31,53.0303,46.9697,B,53.0303
global,ALL,8,BPPPBPBB,66,33,33,50.0,50.0,B,50.0
global,ALL,8,PPBPPPBP,65,31,34,47.6923,52.3077,P,52.3077
global,ALL,8,BPBPPBBB,64,41,23,64.0625,35.9375,B,64.0625
global,ALL,8,PBBBPBBP,64,31,33,48.4375,51.5625,P,51.5625
global,ALL,8,PBPPBPPP,64,24,40,37.5,62.5,P,62.5
global,ALL,8,PBPPPBBP,64,24,40,37.5,62.5,P,62.5
global,ALL,8,PBPPPBPP,63,33,30,52.381,47.619,B,52.381
global,ALL,8,BPBPPPPP,62,26,36,41.9355,58.0645,P,58.0645
global,ALL,8,BPPPBBPB,62,43,19,69.3548,30.6452,B,69.3548
global,ALL,8,BPBPPPBB,61,31,30,50.8197,49.1803,B,50.8197
global,ALL,8,BPPBBBPB,61,32,29,52.459,47.541,B,52.459
global,ALL,8,PPPPPBPB,61,38,23,62.2951,37.7049,B,62.2951
global,ALL,8,BPPBBPPB,60,37,23,61.6667,38.3333,B,61.6667
global,ALL,8,PBBPBPPP,60,29,31,48.3333,51.6667,P,51.6667
global,ALL,8,BPPBPBBB,59,32,27,54.2373,45.7627,B,54.2373
global,ALL,8,BPPPPBPB,59,30,29,50.8475,49.1525,B,50.8475
global,ALL,8,PPBPBBBP,59,26,33,44.0678,55.9322,P,55.9322
global,ALL,8,PBPPBBBP,58,23,35,39.6552,60.3448,P,60.3448
global,ALL,8,BBBPBPBB,57,24,33,42.1053,57.8947,P,57.8947
global,ALL,8,BBPBBBPB,57,31,26,54.386,45.614,B,54.386
global,ALL,8,BBPBBPPB,57,27,30,47.3684,52.6316,P,52.6316
global,ALL,8,BBPPBBPB,57,31,26,54.386,45.614,B,54.386
global,ALL,8,BPBBBBPB,57,29,28,50.8772,49.1228,B,50.8772
global,ALL,8,BPPBBPBB,57,32,25,56.1404,43.8596,B,56.1404
global,ALL,8,PPBBPBBP,57,33,24,57.8947,42.1053,B,57.8947
global,ALL,8,BBPPPBPB,56,37,19,66.0714,33.9286,B,66.0714
global,ALL,8,BPBBPBPP,56,25,31,44.6429,55.3571,P,55.3571
global,ALL,8,BPBBPPPB,56,28,28,50.0,50.0,B,50.0
global,ALL,8,PBBBPPBP,56,21,35,37.5,62.5,P,62.5
global,ALL,8,PPBBPPBP,56,19,37,33.9286,66.0714,P,66.0714
global,ALL,8,PBBBBPBP,55,23,32,41.8182,58.1818,P,58.1818
global,ALL,8,PPBBPBPP,55,24,31,43.6364,56.3636,P,56.3636
global,ALL,8,PPPBPBBP,55,28,27,50.9091,49.0909,B,50.9091
global,ALL,8,BBPPBPBB,54,32,22,59.2593,40.7407,B,59.2593
global,ALL,8,PBBPPBBP,54,21,33,38.8889,61.1111,P,61.1111
global,ALL,8,PBPBBPPP,54,21,33,38.8889,61.1111,P,61.1111
global,ALL,8,PBPBPPBB,54,23,31,42.5926,57.4074,P,57.4074
global,ALL,8,PBPPPPBP,54,20,34,37.037,62.963,P,62.963
global,ALL,8,PPBPBBPP,54,21,33,38.8889,61.1111,P,61.1111
global,ALL,8,PPBPPBBP,54,23,31,42.5926,57.4074,P,57.4074
global,ALL,8,BBBPPBPB,53,31,22,58.4906,41.5094,B,58.4906
global,ALL,8,BPBBBPBB,52,33,19,63.4615,36.5385,B,63.4615
global,ALL,8,PBPBBPBB,52,33,19,63.4615,36.5385,B,63.4615
global,ALL,8,PBPPBPBB,52,28,24,53.8462,46.1538,B,53.8462
global,ALL,8,PPPPBPBP,52,21,31,40.3846,59.6154,P,59.6154
global,ALL,8,BBPBPBBP,51,31,20,60.7843,39.2157,B,60.7843
global,ALL,8,BPBBPPBB,51,34,17,66.6667,33.3333,B,66.6667
global,ALL,8,PBBPBBPP,51,21,30,41.1765,58.8235,P,58.8235
global,ALL,8,PPPBBPBP,51,19,32,37.2549,62.7451,P,62.7451
global,ALL,8,BBBBPBPB,50,30,20,60.0,40.0,B,60.0
global,ALL,8,BBPBPPBP,50,20,30,40.0,60.0,P,60.0
global,ALL,8,PBBPBPPB,50,32,18,64.0,36.0,B,64.0
global,ALL,8,PBPPBPPB,50,26,24,52.0,48.0,B,52.0
global,ALL,8,PPBPBBPB,50,31,19,62.0,38.0,B,62.0
global,ALL,8,BPBPBBBB,49,34,15,69.3878,30.6122,B,69.3878
global,ALL,8,PBPBBBPP,49,25,24,51.0204,48.9796,B,51.0204
global,ALL,8,PBBPBBPB,47,29,18,61.7021,38.2979,B,61.7021
global,ALL,8,BBPBPBBB,46,29,17,63.0435,36.9565,B,63.0435
global,ALL,8,PPBPBPPP,46,24,22,52.1739,47.8261,B,52.1739
global,ALL,8,PPPBPBPP,46,20,26,43.4783,56.5217,P,56.5217
global,ALL,8,BPBBBPBP,45,20,25,44.4444,55.5556,P,55.5556
global,ALL,8,BPBBPPBP,45,15,30,33.3333,66.6667,P,66.6667
global,ALL,8,BPBPPBPP,45,17,28,37.7778,62.2222,P,62.2222
global,ALL,8,BPPBBPBP,45,22,23,48.8889,51.1111,P,51.1111
global,ALL,8,BPPBPPBP,45,16,29,35.5556,64.4444,P,64.4444
global,ALL,8,PBPBBBBP,45,20,25,44.4444,55.5556,P,55.5556
global,ALL,8,BPPBPBBP,44,20,24,45.4545,54.5455,P,54.5455
global,ALL,8,PBPPBBPB,44,25,19,56.8182,43.1818,B,56.8182
global,ALL,8,BBPBBPBP,43,14,29,32.5581,67.4419,P,67.4419
global,ALL,8,PBBPBPBB,43,22,21,51.1628,48.8372,B,51.1628
global,ALL,8,BPBPBBPB,42,19,23,45.2381,54.7619,P,54.7619
global,ALL,8,PBBBPBPB,42,26,16,61.9048,38.0952,B,61.9048
global,ALL,8,PPBBPBPB,42,25,17,59.5238,40.4762,B,59.5238
global,ALL,8,PPBPBPPB,42,24,18,57.1429,42.8571,B,57.1429
global,ALL,8,BPBBPBBP,41,14,27,34.1463,65.8537,P,65.8537
global,ALL,8,BPBPPPBP,41,11,30,26.8293,73.1707,P,73.1707
global,ALL,8,PBPBBPBP,41,15,26,36.5854,63.4146,P,63.4146
global,ALL,8,BPBPPPPB,40,23,17,57.5,42.5,B,57.5
global,ALL,8,PBPPPBPB,40,31,9,77.5,22.5,B,77.5
global,ALL,8,PPBPPBPB,40,30,10,75.0,25.0,B,75.0
global,ALL,8,BBPBPBPP,39,24,15,61.5385,38.4615,B,61.5385
global,ALL,8,PBPBBBPB,39,21,18,53.8462,46.1538,B,53.8462
global,ALL,8,BPPBPBPP,38,20,18,52.6316,47.3684,B,52.6316
global,ALL,8,BBBPBPBP,37,13,24,35.1351,64.8649,P,64.8649
global,ALL,8,BPBPBPPB,37,29,8,78.3784,21.6216,B,78.3784
global,ALL,8,BPBPBBPP,36,15,21,41.6667,58.3333,P,58.3333
global,ALL,8,PBPBBPPB,36,23,13,63.8889,36.1111,B,63.8889
global,ALL,8,BBPPBPBP,35,11,24,31.4286,68.5714,P,68.5714
global,ALL,8,PBBPPBPB,35,22,13,62.8571,37.1429,B,62.8571
global,ALL,8,PBPBPPPB,35,20,15,57.1429,42.8571,B,57.1429
global,ALL,8,PBPBPPPP,35,14,21,40.0,60.0,P,60.0
global,ALL,8,PPPBPBPB,35,23,12,65.7143,34.2857,B,65.7143
global,ALL,8,BPBPPBPB,34,21,13,61.7647,38.2353,B,61.7647
global,ALL,8,PPBPBPBB,32,17,15,53.125,46.875,B,53.125
global,ALL,8,BPPPBPBP,31,14,17,45.1613,54.8387,P,54.8387
global,ALL,8,BPBBPBPB,30,18,12,60.0,40.0,B,60.0
global,ALL,8,PBBPBPBP,29,11,18,37.931,62.069,P,62.069
global,ALL,8,PBPBPBBB,29,19,10,65.5172,34.4828,B,65.5172
global,ALL,8,PBPBPPBP,29,14,15,48.2759,51.7241,P,51.7241
global,ALL,8,BPBPBBBP,28,12,16,42.8571,57.1429,P,57.1429
global,ALL,8,PBPBPBBP,27,11,16,40.7407,59.2593,P,59.2593
global,ALL,8,BPBPBPPP,25,13,12,52.0,48.0,B,52.0
global,ALL,8,PBPBPBPP,24,14,10,58.3333,41.6667,B,58.3333
global,ALL,8,PBPPBPBP,23,9,14,39.1304,60.8696,P,60.8696
global,ALL,8,BBPBPBPB,22,15,7,68.1818,31.8182,B,68.1818
global,ALL,8,BPBPBPBB,22,12,10,54.5455,45.4545,B,54.5455
global,ALL,8,PPBPBPBP,22,12,10,54.5455,45.4545,B,54.5455
global,ALL,8,BPBPBPBP,19,6,13,31.5789,68.4211,P,68.4211
global,ALL,8,BPPBPBPB,19,8,11,42.1053,57.8947,P,57.8947
global,ALL,8,PBPBPBPB,18,7,11,38.8889,61.1111,P,61.1111
